fulltitle,year_x,rank_x,title_x,artist_x,title_lower,date,year_y,title_y,simple_title,artist_y,main_artist,peak_pos,last_pos,weeks,rank_y,change,spotify_link,spotify_id,video_link,genre,broad_genre,analysis_url,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,lyrics

3.Can't Feel My Face- The Weeknd,2015,3,Can't Feel My Face, The Weeknd,can't feel my face,4/2/16,2016.0,Can't Feel My Face,can't feel my face,the weeknd,the weeknd,1.0,45.0,41.0,50.0,-5,https://embed.spotify.com/?uri=spotify:track:3X38ErFiKgzUxinBlhwuWm,3X38ErFiKgzUxinBlhwuWm,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUMV1500354,"[u'canadian pop', u'pop']",r&b,https://api.spotify.com/v1/audio-analysis/3X38ErFiKgzUxinBlhwuWm,0.766,0.0981,107.984,0.0455,0.14,0,4,0.713,9,215613,-5.389,0.547,0,"And I know she'll be the death of me, at least we'll both be numb
And she'll always get the best of me, the worst is yet to come
But at least we'll both be beautiful and stay forever young
This I know, yeah, this I know

She told me, ""Don't worry about it""
She told me, ""Don't worry no more""
We both know we can't go without it
She told me you'll never be in love, oh, oh, woo

I can't feel my face when I'm with you
But I love it, but I love it, oh

I can't feel my face when I'm with you
But I love it, but I love it, oh
And I know she'll be the death of me, at least we'll both be numb
And she'll always get the best of me, the worst is yet to come

All the misery was necessary when we're deep in love
This I know, girl, I know
She told me, ""Don't worry about it""
She told me, ""Don't worry no more""

We both know we can't go without it
She told me you'll never be in love, oh, oh, woo

I can't feel my face when I'm with you
But I love it, but I love it, oh

I can't feel my face when I'm with you
But I love it, but I love it, oh
I can't feel my face when I'm with you
But I love it, but I love it, oh

I can't feel my face when I'm with you
But I love it, but I love it, oh
She told me, ""Don't worry about it""
She told me, ""Don't worry no more""
We both know we can't go without it
She told me you'll never be in love, oh, oh, woo
I can't feel my face when I'm with you
But I love it, but I love it, oh
I can't feel my face when I'm with you
But I love it, but I love it, oh"

4.Alright- Kendrick Lamar,2015,4,Alright, Kendrick Lamar,alright,10/10/15,2015.0,Alright,alright,kendrick lamar,kendrick lamar,81.0,81.0,14.0,98.0,-17,https://embed.spotify.com/?uri=spotify:track:33i0KOPBWURNW3l97a4QPy,33i0KOPBWURNW3l97a4QPy,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71501692,"[u'hip hop', u'pop rap', u'rap', u'west coast rap']",rap,https://api.spotify.com/v1/audio-analysis/33i0KOPBWURNW3l97a4QPy,0.766,0.0827,110.034,0.238,0.0742,0,4,0.796,7,219333,-5.974,0.558,1,"Alls my life I has to fight, nigga
Alls my life I...
Hard times like, ""God!""
Bad trips like, ""Yeah!""
Nazareth, I'm fucked up
Homie, you fucked up
But if God got us, then we gon' be alright

Nigga, we gon' be alright
Nigga, we gon' be alright
We gon' be alright
Do you hear me, do you feel me? We gon' be alright
Nigga, we gon' be alright
Huh? We gon' be alright
Nigga, we gon' be alright
Do you hear me, do you feel me? We gon' be alright

Uh, and when I wake up
I recognize you're looking at me for the pay cut
But homicide be looking at you from the face down
What MAC-11 even boom with the bass down?
Schemin', and let me tell you 'bout my life
Painkillers only put me in the twilight
Where pretty pussy and Benjamin is the highlight
Now tell my momma I love her, but this what I like, Lord knows
Twenty of 'em in my Chevy, tell 'em all to come and get me
Reaping everything I sow, so my karma comin' heavy
No preliminary hearings on my record
I'm a motherfucking gangster in silence for the record
Tell the world I know it's too late
Boys and girls, I think I gone cray
Drown inside my vices all day
Won't you please believe when I say

Wouldn't you know
We been hurt, been down before
Nigga, when our pride was low
Lookin' at the world like, ""Where do we go?""
Nigga, and we hate po-po
Wanna kill us dead in the street fo sho'
Nigga, I'm at the preacher's door
My knees gettin' weak, and my gun might blow
But we gon' be alright

Nigga, we gon' be alright
Nigga, we gon' be alright
We gon' be alright
Do you hear me, do you feel me? We gon' be alright
Nigga, we gon' be alright
Huh? We gon' be alright
Nigga, we gon' be alright
Do you hear me, do you feel me? We gon' be alright

What you want you: a house or a car?
Forty acres and a mule? A piano, a guitar?
Anything, see my name is Lucy, I'm your dog
Motherfucker, you can live at the mall
I can see the evil, I can tell it, I know it's illegal
I don't think about it, I deposit every other zero
Thinking of my partner, put the candy, paint it on the Regal
Digging in my pocket, ain't a profit big enough to feed you
Every day my logic get another dollar just to keep you
In the presence of your chico... Ah!
I don't talk about it, be about it, every day I sequel
If I got it then you know you got it, Heaven, I can reach you
Pet dog, pet dog, pet dog, my dog, that's all
Pick back and chat, I trap the back for y'all
I rap, I black on track so rest assured
My rights, my wrongs; I write 'til I'm right with God

Wouldn't you know
We been hurt, been down before
Nigga, when our pride was low
Lookin' at the world like, ""Where do we go?""
Nigga, and we hate po-po
Wanna kill us dead in the street fo sho'
Nigga, I'm at the preacher's door
My knees gettin' weak, and my gun might blow
But we gon' be alright

Nigga, we gon' be alright
Nigga, we gon' be alright
We gon' be alright
Do you hear me, do you feel me? We gon' be alright
Nigga, we gon' be alright
Huh? We gon' be alright
Nigga, we gon' be alright
Do you hear me, do you feel me? We gon' be alright

I keep my head up high
I cross my heart and hope to die
Lovin' me is complicated
Too afraid, a lot of changes
I'm alright, and you're a favorite
Dark nights in my prayers

I remembered you was conflicted
Misusing your influence, sometimes I did the same
Abusing my power, full of resentment
Resentment that turned into a deep depression
Found myself screamin' in the hotel room
I didn't wanna self-destruct
The evils of Lucy was all around me
So I went runnin' for answers"

4.Alright- Kendrick Lamar,2015,4,Alright, Kendrick Lamar,alright,10/10/09,2009.0,Alright,alright,darius rucker,darius rucker,30.0,71.0,20.0,76.0,-5,https://embed.spotify.com/?uri=spotify:track:5JlH51YDYsGj2dyEJKKjcN,5JlH51YDYsGj2dyEJKKjcN,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USCN20900016,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'pop rock']",country,https://api.spotify.com/v1/audio-analysis/5JlH51YDYsGj2dyEJKKjcN,0.806,0.185,89.87,0.0345,0.0527,0,4,0.601,7,231920,-4.579,0.711,1,"Alright, Alright
Yeah it's alright, alright

Don't need no five star reservations
I've got spaghetti and a cheap bottle of wine
Don't need no concert in the city
I've got a stereo and the best of Patsy Cline
Ain't got no caviar, no Dom Perignon
But as far as I can see, I've got everything I want

'Cause I've got a roof over my head
The woman I love laying in my bed
And it's alright, alright
I've got shoes under my feet
Forever in her eyes staring back at me
And it's alright, alright, yeah
And I've got all I need
And it's alright by me

Maybe later on we'll walk down to the river
Lay on a blanket and stare up at the moon
It may not be no French Riviera
But it's all the same to me as long as I'm with you

It may be a simple life, but that's okay
If you ask me baby, I think I've got it made

'Cause I've got a roof over my head
The woman I love laying in my bed
And it's alright, alright
I've got shoes under my feet
Forever in her eyes staring back at me
And it's alright, alright, yeah
I've got all I need
And it's alright by me
It's alright by me, yeah yeah

When I lay down at night I thank the Lord above
For giving me everything I ever could dream of

'Cause I've got a roof over my head
The woman I love laying in my bed
And it's alright, alright, alright, alright
I've got shoes under my feet
Forever in her eyes staring back at me
And it's alright, alright, alright, yeah
I've got all I need, yeah
I've got all I need
And it's alright by me, oh yeah
It's alright by me"

5.King Kunta- Kendrick Lamar,2015,5,King Kunta, Kendrick Lamar,king kunta,6/13/15,2015.0,King Kunta,king kunta,kendrick lamar,kendrick lamar,58.0,90.0,11.0,98.0,-8,https://embed.spotify.com/?uri=spotify:track:1vffte5WTHIik37ePfJdo4,1vffte5WTHIik37ePfJdo4,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71500759,"[u'hip hop', u'pop rap', u'rap', u'west coast rap']",rap,https://api.spotify.com/v1/audio-analysis/1vffte5WTHIik37ePfJdo4,0.657,0.154,107.059,0.0977,0.00589,0,4,0.884,6,234693,-4.569,0.489,0,"I got a bone to pick
I don't want you monkey mouth motherfuckers sittin' in my throne again
(Aye aye nigga whats happenin' nigga, K Dot back in the hood nigga)
I'm mad (He mad), but I ain't stressin'
True friends, one question

Bitch where you when I was walkin'?
Now I run the game got the whole world talkin', King Kunta
Everybody wanna cut the legs off him, Kunta
Black man taking no losses
Bitch where you when I was walkin'?
Now I run the game, got the whole world talkin', King Kunta
Everybody wanna cut the legs off him

When you got the yams (What's the yams?)
The yam is the power that be
You can smell it when I'm walking down the street
(Oh yes we can, oh yes we can)
I can dig rapping, but a rapper with a ghost writer?
What the fuck happened? (Oh no) I swore I wouldn't tell
But most of y'all share bars, like you got the bottom bunk in a two man cell
(A two man cell)
Something's in the water (Something's in the water)
And if I got a brown nose for some gold then I'd rather be a bum than a motherfuckin' baller

Bitch where you when I was walkin'?
Now I run the game got the whole world talkin', King Kunta
Everybody wanna cut the legs off him, Kunta
Black man taking no losses
Bitch where you when I was walkin'?
Now I run the game, got the whole world talkin', King Kunta
Everybody wanna cut the legs off him

When you got the yams (What's the yams?)
The yam brought it out of Richard Pryor
Manipulated Bill Clinton with desires
24u002F7, 365 days times two
I was contemplatin' gettin' on stage
Just to go back to the hood see my enemies and say...

Bitch where you when I was walkin'?
Now I run the game got the whole world talkin', King Kunta
Everybody wanna cut the legs off him, Kunta
Black man taking no losses
Bitch where you when I was walkin'?
Now I run the game, got the whole world talkin', King Kunta
Everybody wanna cut the legs off him

(You goat mouth mammy fucker)
I was gonna kill a couple rappers but they did it to themselves
Everybody's suicidal they don't even need my help
This shit is elementary, I'll probably go to jail
If I shoot at your identity and bounce to the left
Stuck a flag in my city, everybody's screamin' ""Compton""
I should probably run for Mayor when I'm done, to be honest
And I put that on my Mama and my baby boo too
Twenty million walkin' out the court buildin', woo woo!
Ah yeah, fuck the judge
I made it past 25 and there I was
A little nappy headed nigga with the world behind him
Life ain't shit but a fat vagina
Screamin' ""Annie are you ok? Annie are you ok?""
Limo tinted with the gold plates
Straight from the bottom, this the belly of the beast
From a peasant to a prince to a motherfuckin' king

Bitch where was you when I was-
*POP*
(By the time you hear the next pop, the funk shall be within you)
*POP*
Now I run the game got the whole world talkin', King Kunta
Everybody wanna cut the legs off him, (King) Kunta
Black man taking no losses
Bitch where was you when I was walkin'
Now I run the game got the whole world talkin', King Kunta
Everybody wanna cut the legs off him

(Funk, funk, funk, funk, funk, funk)
We want the funk
We want the funk
(Now if I give you the funk, you gon' take it)
We want the funk
(Now if I give you the funk, you gon' take it)
We want the funk
(Now if I give you the funk, you gon' take it)
We want the funk
(Do you want the funk?)
We want the funk
(Do you want the funk?)
We want the funk
(Now if I give you the funk, you gon' take it)
We want the funk

I remember you was conflicted, misusing your influence"

6.Bad Blood- Taylor Swift (feat. Kendrick Lamar),2015,6,Bad Blood, Taylor Swift (feat. Kendrick Lamar),bad blood,10/31/15,2015.0,Bad Blood,bad blood,taylor swift,taylor swift,1.0,46.0,25.0,49.0,-3,https://embed.spotify.com/?uri=spotify:track:33bIx8QOf1wvVPZcuOhVij,33bIx8QOf1wvVPZcuOhVij,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USCJY1531563,"[u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/33bIx8QOf1wvVPZcuOhVij,0.744,0.106,170.796,0.0352,0.0846,0.926,4,0.346,7,159359,-8.267,0.578,1,"'Cause baby now we got bad blood
You know it used to be mad love
So take a look at what you've done
'Cause baby now we got bad blood (hey!)

Now we got problems
And I don't think we can solve them
You made a really deep cut
And baby now we got bad blood (hey!)

Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin what was shining now it's all rusted
Did you have to hit me where
I'm weak, baby, I couldn't breathe
I rubbed it in so deep
Salt in the wound like you're laughing right at me

Oh, it's so sad to think about the good times
You and I

'Cause baby now we got bad blood
You know it used to be mad love
So take a look at what you've done
